ā,吖呵啊𠼞𥥩腌𨉚锕錒阿
yàn,但俺偐傿匽厌厭咽唁喭嚥囐堰墕𡚇妟姲㛪嬊嬮嬿宴嵃𢇈㢛彥彦𢔂𢜰㦔懕掞掩揞敥𣃾𣄝晏暥曕曣㬫棪㭺椻𣡕㰽殗㳂沿洝涎淡淫溎滟演㵪灔𤅊灎灧𤅸灩炎烻焔焰焱㷔熖燄燕㷳㷼爓𤒦牪𤜵猒𤬝研砚硏䂩硯䄋𦁏𦑎𦖧䑍艳艶艷葕蔫蜒裺覎觃觾言䛳𧩅諺谚谳讌䜩讞豓豔豣䞁贋赝贗趼𨁍躽軅這䢭酀酓酽𨡎𨡣醶醼釅𨪶𨴣閻𨶁隁𨻂𨻳雁䨄𩃀𩒖顑餍𩜽饜验騐験䮗騴驗驠𩩶𩪴鬳𩳢𩸞鳫鳱𩾝鴈𩾸鴳䳛𪁡䳡鷃䳺鷰䴏鹽麲𪑈𪙊䶫
yāng,佒㒕𠮴咉央姎怏抰𣐫歍殃泱𤢐𤸡𥃽眏秧胦英𦴊𧲱鉠雵霙鞅𩲴䱀鴦鸯𪓛𪚻
yáng,佯劷垟婸𡩶將㟅𡹕崵崸𢏙徉愓㦹扬揚𢽕敭旸昜暘𣉚㬕杨样楊氜洋湯炀烊煬𤞢𤢮玚珜瑒疡痒瘍𥂸眻䁑𥒞禓𥬴𥳜羊羏𦍕𦍹𦭵𦼴蛘䖹詳諹𨋽輰𨒫钖𨦡鍚鐊阦阳𨹈陽𨽐霷𩋬飏颺䬗𩤟𩴨鰑鴹鸉𪕫
yǎng,仰佒傟养勜𠢴㔦卬咉坱岟慃懩攁𣃝映柍楧氧氱洋潒瀁炴痒癢眏礢紻䍩𦏱䑆䒋𦯒蛘蝆𧓲𧵌軮𨱝鞅𩊑養駚𩧫
yàng,𠍵𡡂𡠘怏恙𢟣㨾𢵇昂柍样様𣗹樣漾瀁烊煬㺊㿮𥠜𥥵羕𦍲𧥴詇𧫛𨋕𨎔𨖌鞅養䬺䭐䵮
yang,羪
yāo,么𠕻𠣑吆咬喓𡆩㙘夭妖𡛙𡝩𡢹𡣠宎幺𢆷𢆽徼撽枖楆殀𣨘玅由𤺃祅𥹱約约䌁𦔷腰葽𧍔䙅要訞䛂𧷋𨓳邀𩑗𩜸鴁䳩
yáo,佻侥倄傜㑸𠌠㑾僥𠏈𠑐匋嗂垚堯𡔜姚𡝛媱𡩸尧尭峣崤𡺯嶢嶤𢈆𢊙𢋇𢑈徭恌愮揄揺搖摇摿㨱暚榣𣣳殽洮淫滧烑爻𤚭猶猺珧瑤瑶𤫺𤬔𤬖䂚磘䆙窑窯窰䋂䌊繇䌛𦆸肴䔄蕘𦾺𦾾蘨𧄎䖴𧤮䚺䚻謠謡谣𧽎踰䠛軺轺𨍳遙遥䢣𨘔邎銚铫鎐𨹋陶隃𩋃顤飖颻䬙餆餚𩥣𩲻鰩鳐𩿕鷂
yǎo,仸偠𠢩咬嚙𡛙婹嬈宎㝔𡨇岆崾㟱𢂊㢓抭㫍㫏㫐杳枖柼榚𣣳溔㴭㹓狕𥃧眑䁏䁘𥤣穾𥤹窅窈䆗窔䆞𥦖舀𦥝𦦌苭葽蓔要𧠽𨱧闄𩢒騕𩨴䯚𩩼𩬗鴢鷕䴠𪐯齩䶧
yào,𠍩𠟋㔽𠹑姚㞁𡶂𢅹幼怮𢝍愮𢺇曜樂㵸𤂼瀹𤄶烄熎燿𤒝獟疟瘧㿑㿢𤾫𥁒𥃺矅𥌺穾𥤹窈窔窯𥪯𥬓筄箹約纅𦇬耀𦡱𦤋䑬艞药葯䔄薬藥𧇠袎䙅要覞𧢢詏讑趯钥銚鑰靿𩑴颻驁𩯛𩳔鷂鹞𪖐鼼
yē,倻吔噎掖暍枒椰洇潱窫耶䓉𧏽𧒐蠮𨶮𨸌䭇𩜺饐
yé,㖿峫㡋捓揶擨斜𣚋㱌𣩯涂𤑷爷爺𥯘耶𦕆荼䓉𦰳䔑𨈺邪釾䥺铘鋣鎁餘𩸾
yě,也冶𠥇吔嘢埜㙒墅𡑀壄𢀘漜𤝉虵𧐓蠱野釶
yè,业𠀸𠄅亱偞僷𠟪叶咽𠱝啘㖡喝㖶㗼嚈𡀽𡁁堨墷夜𡛌𡛽㜇射嶪嶫𡽣𢉥㥷𢢜懕㧉𢪧抴拽捙掖揞揲𢱴㩎擖擛擪擫㪑𣃳晔曄曅曗曳曵𣎩𣐂枼枽楪業𣚕歋㱉殕殗𣩫𣰛洂液澲烨焆煠熀燁爗㸣𤝇𤝱璍瓛𤳪痷皣𥀬䁆瞱瞸𥌅礏䅖𥠍䇩𥮧䈎䊦𦀕緤䋵𦂡䎨聶腋𦠜𦤪葉𧌄𧎭𧔦𧗖謁谒𨂒𨉅䡾䢡邺鄓鄴䤳䤶鍱鎑鐷䥟䥡𨼥䧨𨽀靥𩉂靨𩐱𩑃頁页𩘏餣䭎饁馌䭟䮜驜𩱝䱒𩼋𩼴䲜鵺鸈𪋫𪍅黦𪑦𪒲
ye,亪
yī,一乊伊依倚億医吚𠰄咿𠲔𠲖噫𠿣𡄵㙠壱壹夁㛄𡜬嫛嬄崎𢊘弌悘㥋意𢣉懿戲𢨮揖𣐿椅𣘦檹𣢷欹毉洢㳖渏漪犄猗瑿畩㾨䃜祎禕稦䉗繄䒾䔱𧉅蛜衣衤褘𧜤䚷詑𧫦譩𧮒辷郼醫銥铱䧇䪰䫑𩕲𩥯𩮵𪁚鷖鹥𪈨黝黟黳
yí,一乁也㐌𠄱𠅌仪佗侇𠈶𠍫儀儗𠏩𠐀冝𠗺𠛃𠜁𠤕𠤗𠤘匜𠩗𠪗台听咦𠲻𠼪圯坨夷㚦㚶姨姬媐它宐宜㝖宧寲𡬐𡬓𡰥㞔𡱐峓𡷪𡻣嶬嶷巸𢂒异弬彛彜彝彞彵𢓡𢕷怠怡恞𢞉㥴戺㦾扅𢩼拸𢱁搋暆杝柂𣐓栘桋𣐵椬椸㮛𣕁𣙛㰘𣢭沂沶𣸘𤆾𤇴𤈙焉熙熪𤖪𤘊狋狏㹫𤝻珆㺿瓵㼢疑痍𥃸眙𥄻𥄿𥌟礙𥙁𥙇䄬移𥫃䇵箷䈕簃籎𥹋維𧷅羠羡義耛胰𦚟𦟧𦡫荑萓䔟蛇𧉮蛦螔𧓗𢖅衪袘𧡇𧣟𧣬觺訑詑詒诒𧦧𫍟誃謻譺讉𧳁貤貽贻䞅跠迆迤迱迻遗遺𨛯𨜽䣡酏𨠑𨠶𨣬釶鉇鉈銕鏔𨳷阤䧅䩟頉頤頥颐顊𩓧𩔦䬁𩖹𩖾𩗑𩚇飴饴䬮𩛮䮊𩤒鮧䱌𩸨䲑𩼨鴺𪀓鸃䴊𪐔𪘬𪘲
yǐ,乙以佁依倚偯𠤘㕈叕𠮙叹𠯋奇嬟尾崺𡼎嶬㠖已巳㠯庡㢊𢙇𢦕扆扡掎𢷔攺敼㫊旑旖椅檥㰝㰻歖汽𤝳猗矣𥏜𥑴硪礒𥫜笖𥰧䉝綺臆舣艤苡苢𦮸蚁蛾螘蟻𧔮裿䚷𧩹譺䝝踦輢轙䡾迆迤逘酏醫醷釔钇鈘鉯錡钀陁䧇陭䧧雉靉顗𩛆𩠂䭲𩡣䰙鳦𩾠𪐣𪘃齮𪙴
yì,一义丿乂𠂆乙亄亦亿仡伇㐹伿佚佾㑊俋㑜㑥𠍳億儗𠓋兿刈𠚮㓷劓劮𠡔𠡝勚勩匇㔴𠥦医印𠨾𠩫厭呓呭呹㖂𠲚唈𠲺喦𠶷嗌𠽜噎噫㘁㘈㘊𡄻囈圛圪坄𡉛𡊁𡊶垼埶埸𡍡㙠㙪㙯墿夕失奕𡙘㚤妷㛕㛳㜋㜒嫕嬑嬟𡥁孴㝣寱射屹峄嶧𡾾𢀁帟帠𢂗𢂼幆𢄅㡫𢇙𢇚𢇸㡼𢈶廙㢞异弈𢍰弋𢎀𢎃𢎉𢏗㣇𢓀役忆㣻𢖫忔𢖴𢖺𢗎怈怿𢘽悒悘悥意㦉𢡃憶懌㦤懿𢨳𢩮抑挹掜搤撎擇敡斁施易昳晹曀曎𣎅杙枍枻栧栺棭榏槷槸樴𣚘檍𣡊欥欭㱅歝𣤪𣦌𣧄㱞殔𣨟㱲殪殹毅𣫙㲼泄泆㳑洩洫浂浥浳㴁𣶫𣷩渫湙㴒㴔溢潩澤澺㵝㵧㵩𣿉瀷㶠炈焬焱焲熠熤熼燚燡燱𤑹㹭獈𤣨𤣮玴𤤺𤥿𤧕𤬩㽈異𤴧疙疫𤶛痬𤷅瘗瘞𤸸瘱癔𤻂𤼌益𥃠𥅓睪瞖䁺𥍟𥍴硛𥒵𥘒𥘠䄁𥜃𥜥秇䄩移䄿𥟘𥡪穓𥢧𥥌𥥴䆿𥩖竩𥫝䇩䇼𥱃䉨𥸊𥾐紲绎絏䋚䌻𥿫𥿹䋵縊缢繄繶繹羛義𦎝𦌩羿𦏸翊翌䎈翳翼𦓻𦔜𦔥𦔫耴肄肊䏌𦘳𦙨膉𦠉臆䑄𦥱𦨇艗艺艾芅苅𦭥䓃䓈萟䓹𦶂蓺䔬薏䕍藙藝蘙𧃟𧅖虉䖁䖊䖌𧆦𧈻蛡𧊣𧊤𧋏蜴䗑螠䗟𧐔𧑌䗷衣䘝衵袂袘袣𧙡裔裛䘸褹襗襼𧢂议𫍙訲訳詍译詣诣誒誼谊謚𧬇譯議譺讛豙豛𧱊𧱏豷䝘貖貤䝯賹贀𧷥𧺎𧺝𧺢𧺿𧾰跇踦軼轶𨋯輗䢃辥迭逸邑𨜶䣧醳醷𨣠釋釴鈠𨱁𨦯鎰镒鐿镱䦴阣𨹝陭𨻊𨻏隶𨽹隿𨾓𩂒霅𩂹霬𩈭靾𩋌𩍖𩎭𩎷𩘧食𩚂䬥䭂䭇饐䭞𩞾𩟉駅驿䭿𩧭𩣞驛䯆骮𩪟𩪣𩳇𩴜𩴮䰯鮨𩷍𩷘鯣䱛𩾘𩾢䳀𪀕𪁛鶂鶃鶍鷁鷊鹝鹢鷖鷧鷾䴬𪎈䴰䵝𪐘黓𪒕𪕶𪗷齸
yīn,𫡑侌凐𠮜喑㖶噾囙因𡇂𡈲垔𡋪堙𡓓壹𡖣姻婣𢉩愔慇㧢栶㮒欭歅殷𣱜氤洇𣸊湮溵㶏烟𤝎瘖䃌磤䄄禋𠖟秵窨筃絪緸𦈑茵荫䓰蒑蔭𧊭裀諲䜾䤃𨢎銦铟闇闉阥阴陰陻隂霒𩃬霠鞇音韾駰骃
yín,乑伒众㐺冘㕂𠪚吟㖗唫噖嚚圁圻垠垦𡐔㙬𡓓𡓿夤婬㝙寅㞤峾崟崯𡸛𢂨𢓕𢝯憖斦𣓆𣘴檭欽殥沂泿淫湛滛潯𣽮㶣烎㸒犾㹜㹞狺玪珢璌𤷏碒𥤷𥮍𦟘芩苂䒞荶䓄蔩䕾䖐䖜螾蟫言訔訚訡訢𧦸誾𧩬𨓮𨛊鄞𨟏釿鈝銀银𨦆𩂢霪䪩䰼鷣䴦齗龂齦龈𪘎𪙾𪛊
yǐn,尹㐆乚𠃊吟听吲喑𠽨𡼽嶾𢋻廴引𢓙𢛦㥯㦩㧈朄𣔸檃櫽㱃殷淾湛潭濥濦𤂹𤎭㹞瘾𤻘癮硍磤𥖵䇙𥬜縯䌥𦈠䏖䒡𦾻蘟蚓𧍢螾讔赺趛𨈧輑𨏈𨐐𨒦酓𨡢釿鈏䤺闇隐隠隱䨸靷𩖄飮飲饮𩚕齗𪙤
yìn,傿㒚印喑垽堷𡩘币㡥廕廴𢌲㣧㥼慭憖憗懚𢪪𢳃𢷍㪦梀檼𣦫𣱐洕㴈湚猌𤢦𤯸𤵯瘖癊䅧窨胤𦜲𦝴茚荫蒑蔭䕃䚿𧥸𧦹𨋙䡛𨟴酳䤃𨢂陰隱𩂥𩐞飲饮𩬵鮣䲟𪔰𪔽
yin,粌
yīng,偀𠠜吋𠮳呎哩唡啢啨𠸄𠺖嘤嚶𡎘央婴媖嫈嬰孆孾㡕𢄋应応愥應撄攖旲朠柍桜樱櫻渶滎焸煐𤜉𤣎珱瑛璎瓔𤭫甇甖䁐𥌽𥌾𥍼𥐑碤礯䇦绬緓缨纓罂罃罌𦔃膺𦦿英莖莺䓨蘡蝧𧓀蠳𧕄褮𧢛謍譍譻𧮆𧯀賏軈𨍞䣐𨟙鍈锳鎣鑍𨵛䦫䧹𩂝霙𩄪韹韺䪯𩘑𩹅鴬鶑鶧鶯鹦鷪鷹鹰鸎䴍鸚
yíng,俓僌㕲営𡃅塋夃嫈嬴𡢘𡺡嵤巆𢥏㨕攍桯楹櫿𣲜泂浧溁溋滎滢潆㵬濙濚濴瀅瀛瀠㶈瀯瀴灐灜熒營㹚𤟣瑩𤹜㿘盁盈䁝䃷禜籝籯䊔䋼縈耺𦖽𦝚䑉茔荥荧莹萤营萦萾蓥藀䕦𧅋蛍蝇蝿螢蠅𧕍覮謍𧭓贏赢迎逞𨜏䤰鎣𩸥𩻷
yǐng,𠝟哽𡂚巊㢍廮影摬景梬㯋𣟤𣤵㲟泂浧潁𤁽瀴𤌌㹵瑩瘿癭䀴䁝矨𥏎穎𦡺𦢆䑍䚆郢𨠸鐛䨍颍頴颕颖𩖍𩘑䬬䭊䭗䭘𩳍𪊵
yìng,㑞𠊶哽噟𡀘𡁊𡄖媵嬰应應𢣙映暎𣋋浧瀅瀴𤇾甸𤹥眏䁐硬𥚿繩膡𦩩褮䙬譍迎䤝𨪄䩕鞕𩋹鱦䵴
yō,哟唷喲育
yo,哟喲嚛
yōng,𠆌㐯佣傭嗈噰墉壅㜉嫞㟾𢀍庸𪪝廱慵𢢓𢧳拥擁𣋿槦㴩滽澭灉牅𤛑㻾㽫痈癕癰𥑿𥧱𦃽臃𦤘蕹䗸𧝸𧴄𧴗邕郺鄘銿鏞镛䧡雍雝𩍓饔𩟀𩟷𩫏鱅鳙𪄉鷛𪇛
yóng,喁𠷸㝘嵱庸揘䗤𧲤𧺸遇𨦡顒颙𩔔𩤛鰫鱅𪅟
yǒng,俑傛勇勈咏𠳀𠹍噰埇塎㙲㛚容嵱彮怺恿悀惥愑愹慂㦶㦷𣏀柡栐永泳涌㴄湧澭㷏甬硧禜筩臾𦨤𦨬蛹𧖇𧗴詠𧻹䞻踊踴𨓨邕𨤂𨴭𩆄飬𩜳𩟀鯒鲬
yòng,佣傭㞲𡵜㶲用𡶤𥁎砽𥥝苚𧙇醟𨶽𩬮
yōu,优優𠘳𠨦𠮫呦㗀嚘奥妋𡺒𡺖𢆶幽𢋣忧怮悠憂懮攸𢿚𣁨櫌𣢄𣢜㱊㳊泅泑㴗滺瀀𤄘獶𤣙𥣯𥽟纋𦎓耰𧀥𧍘逌鄾䥳𩘈𩤹𩽇麀
yóu,优偤㒡冘𠧠𠧴㕱𡇀𡈙𡈰㘥𡈵𡋧㚭㛜尢尤𡯙峳庮𢓿𢖟怞怣𢟅揂揄斿㫍朓𣏞柚𣓐楢櫾𣧗汓汼沋油㳛浟㳺游𤘜犹猶猷𤤧由甴㽕疣㾞𤸈秞𥯞𥴕繇䍃𦑸聱肬𦚥𦥣䑻莜莤莸𦳧𦳷𦵵𦷿𦸙蕕蚘蚰䖻蝣蝤䚃𧡹訧䚻𧰰𧳫輏輶䢊𨑫逌逰䢟遊𨗰𨘁𨘵𨙂邮𨛕郵鈾铀𨸙𩗚𩘓駀𩥘魷鱿鮋鲉鯈𩹊𩿬
yǒu,丣𠖋𠢢卣𠧪友坳𡊧庮懮戭𢪥𣅺有栯梄楢㮋槱𣢄𣢜㰶𣣜𣣸𣤎𣤡𣧥湵𣸠𣿤㶭𤍕牖牗𤪎𤱎𤴨禉𥜚𥝘䅎羐羑羗𦏇聈脜脩𦩲苃䒴莠𧆕蚴蜏𧙏𧠶酉𨡴銪铕𩈏䬀䱂𩼈䳑黝
yòu,亴佑侑㓜𠧴㕗又右叹哊唀囿姷𡜳孧宥𡯉峟幼𢈓忧㤑扰𣅄有柚梎𣓛櫾油牰犹狖㹨㺠𤤬𤴨疣痏䀁祐𥙾䆜糿𦳩𧅲𧆘蚴褎誘诱䛻貁𧳫䞥迶酭釉銹𨴜𩑣𩜷𩲎𩴑𩴙鼬
you,蒏
yū,于吁唹㝼扜於㰲汙淤渝𤕘𤥽瘀盓穻䆰箊紆纡菸虶𧈯込迂迃𨖛䣿陓𩂧䩽
yú,丂亐与乻予于亏伃余俞𠎳兪𠧇吳吾喁喻𠸹𡁎𡂊圩堣堬𡑾㚥妤娛娪娯娱媀媮嬩崳嵎嵛庾㢏𢊧𢋅𢎻𢔢㤤悇愉愚㥚㥥㦛扵捓揄𢹏㪀𢾄於旕𣄊旟㬂㬰杅桙楡楰榆𣝑𣟰欤𣢒歈歟歶毹氀汙㳛渔渝湡漁澞㶛㷒牏𤚎𤜹狳㺄㺞玗玙㺮㻀瑜𤧙璵㼶畬畭盂睮䁩䂛硢䃋𥔢䄏禺䄨𥝨窬窳竽𥯮籅𥷔緰䍂𦈣𦋯羭𦏻䏸腧腴䐳臾舁與舆𦦫艅𦩞芋茰䓊𦱃萮萸䔡蕍藇蘛𧃠虞𧊠蜍蝓𧍪螸䗨𧐄衙衧𧙶褕𧞏覦觎谀諛謣䜽𧰇貗䞕𧼯𧾚踰𨊱輿䢓逾邘郚𨜖酑釪鋙鍝𨨶𨰸𨵦𨶢隃隅𨾌雓雩䩒䩱顒䬔餘馀𩟳𩡃𩢶騟𩤺𩨈𩥭𩦡𩦢骬𩨗𩨙髃魚鱼𩵎魣䰻鮽鯲鰅䱷䲣鷠𩺰鱮𪃍𪃎𪉐䴁鸆𪇝𪊻𪑝齵
yǔ,与予伃伛俁俣㑨𠋟偊傴㒁㒜匬㔱𠱐噢噳圄圉㙑嫗宇㝢寙屿𡷎峿𡻢嶼㠘㡰庾㢏㣃愉㥚懙㦛挧𢮁敔斔斞栩梧楀𣢦𣨝㲾𤗃㺄瑀㼌瘐𤹪𥒾祤𥛩禹穥穻窳𦀡羽𦥉臾與𦦲芋𦭳萭萮𦳅藇蘌蝺語语𧱬貐䣁鄅𨝈鋙铻䥏𨵉雨𩃯䨞頨𩩑𩩘𩵎𪂕麌𪋬齬龉
yù,与余俼𠊏僪𠏚儥兪𠕦𠫣吁𠱙唷𠴫喅喐喩喻噊𠽵噢𡇺𡈨圫𡋬域堉𡒃𡒊𡔴𠀛㚜奥妪媀嫗宛𡨣寓𡨿𡫽𡬊𡬞尉峪崛嶎㠨𡿥𡿯庽𢌻彧𢒰御𢔥𢔴忬㤢悆惌惐㥔𢛨愈慾𢡎懊或戫㦽拗㧒捥𢯮𢺴敔昙昱𣋉𣍛栯棛棜棫𣕃𣝑櫲欎𣡉欝欥欲𣣎𣩺毓汩浴淢淯㳼滪㵄潏澦澳𤀝灪灹焴煜煨熨燏燠爩狱𤞞獄獝王玉琙琟㽣𤳕痏瘉瘐𤸒癒𥄵𥆉䁌𥉑矞䂊𥎐砡硲礇礖礜𥘄𥙿禦禺𥝍秗稢稶穥䈅篽䉛籞𥷞籲𥸤𥸪𥹔粥𥺞䋖緎䋭繘𦈸罭䍞𦋢𦎘𦏜𦏻𦐛𦒑肀聿育𦡭與𦦩𦦲舒艈芋芌苑茟菀菸𦱀𦱂萮蒮蓣蓹蔚蕷薁藇䖇𧉣蜟蜮蟈𧐄𧑐𧗪衘𢔬𧗱衙䘘𢖡袬裕䘱䘻誉䛕語语諭谕𧫊譽䜡谷𧯱豫貍𧶠䞝𧼫𧿷𨄯𨉗軉輍輿轝䢖逳遇䢩遹𨗝郁𨞓䤋醧鈺钰銉鋊錥𨩬𨪎鐍鐭𨮔閼閾阈隩雨雩䨒䨞霱𩈕𩊇𩋉𩋤𩎹𩏟𩏴預预䫻䬑𩘤𩘳𩘻𩚄飫饫𩛪𩛭𩝗饇𩟑馭驭䮇䮙驈鬰𩰪鬱𩱌鬻𩱱𩲾魊䰥鱊鳿鴥鴧鴪𪁀鵒鹆𪂉𪂵鷸鹬䴁鸒𪋉𪋮䵥𪑆𪑌䵫𪓊龥
yu,澚
yuān,冤𠛭剈咽囦𡈒夗嫚𡢊嬽𡣬宛寃𡷡㠾𢍈弲𢏮悁惌𢱽棩涴淵渁渆渊渕𣹠灁焆㾓眢穿箢𥿎䏍苑葾蒬蜎蜵蝝裷𨀮䡝𨓯𨖳鋺䥉䨊𩛟𩝸駌鳶鸢𩾢鴛鸳䲻𪀈𪀝鵷鹓𪂦𪔗𪔙鼘鼝
yuán,傆允元円𠝳𠩠原厡厵员員喛园圆㘣圎園圓圜垣塬妧媛媴嫄㟶𢆀𢗯㥳捐援𢷻杬楥榞榬橼櫞沅湲源溒爰㹉猨猿獂𤬌笎𥰟緣縁缘𦍼羱芫茒蒝薗𦿂䖠蚖𧉗蝝蝯螈𧔞袁褑謜𧳭貟贠𧻚轅辕𨕗邍邧酛鈨鎱𨸘阮䦾隕𨻣𩉯䬧騵𩰵𩍻魭䱲䲮䳒䳣鶢鶰𪄁黿鼋𪔅𪕀
yuǎn,𠒜𡯱㱧畹盶薳䛄䛇輐远逺遠鋺䩩𩌑𩐘𩔃願
yuàn,傆噮𡈓垸夗妴媛𢂱𢐄𢕋怨㤪㥐愿掾杬㭇涓瑗禐䅈𥭞䈠緣䏍肙苑衏𧙮裫褑褤遠院願𩕾䬇𩘍䬼𩟁
yūn,𠚓㚃奫晕暈氲氳涒煴煾瘟𥠺缊蒀蒕蜵蝹贇赟𨍆輼𨷐𩁴頵馧
yún,尹云伝勻匀𠣐员員囩𡖒妘㛣㜏愪昀𣖆橒氲沄涢溳澐𤈶熉畇眃𥐩秐𥬀筍筠筼篔䉙紜纭縜耘耺芸荺蒷蕓𧥼𧬞𧶊䢵郧𨛡鄖鋆雲
yǔn,允𠱳喗夽媪宛愠抎㩈殒殞溳狁玧盾磒䆬䇖荺𧉃褞賱䞫𧼐䡝运鈗䤞阭𨸮陨隕𩂿霣䨶䪳馻𪏔𪏚齫𪘩齳
yùn,傊匀员員𡅙均㚺𡢘孕尉𠈤㞌𡲪㟦𡽅怨恽惲愠慍𣂊晕暈枟榅温煇煴熅熨𤶧𤸫𦈉緷緼缊縕𦅿𣍯腪芸苑菀蕰蕴薀藴蘊𧡡䚋𧥺运運郓鄆酝醖醞䩵𩋢韗韫𩏅𩏆韞韵韻餫𩴉䲰𪉂𪍝䵴
yun,抣繧
zā,𠛱匝𠯗咂啑嘁噈𠽷㞉帀㦫扎拶𣗁𣤷𣤶𣤺沞灒䆘紥紮𦠛臜臢𦾬𧄽𧌃迊𨠿𨤃鉔𩞶𩯳魳𩵢
zá,偺咱𠱥啈啐喒𠶿𡁕囋囐𢶍𢹼𢽜杂沯𣴖𣸐𤄔𤄖𤠀砸磼𥷩籴䕹襍𧬩䞙𧾁䣠雑雜雥䨿𩇺䪞韴𪚇
zǎ,咋咱𠷿囃
喒,
zāi,哉𡿧𢎋𢦏𢦒才栽𣔮渽溨𤆄災灾烖甾睵𦞁菑𦳦賳載
zǎi,仔宰崽𠎶𣅃㱰𣪮𤌊𤝖䏁䔂載载䣬䮨
zài,傤儎再𡉄在扗栽洅𤞳縡𧯥𨀬載载𨙴𨚵酨𩛥𩛳䵧
zān,兂𡡖撍𥮾篸簪簮𥳋𥸢糌䍼䐶臢鐕鐟
zán,偺咱喒
zǎn,儧儹喒噆寁𢄤拶揝撍攅攒攢昝桚㭮𣤶㳫𣸄簪趱趲𨖋𨘄䭕
zàn,兓㔆𠼗囋㜺㟛㣅㨻攢暂暫涔淺湔濺濽灒瓉瓒瓚𥎑𥜙禶穳𥳋𧄽襸讃讚賛贊赞䟅蹔𨙏鄼酂酇錾鏨鏩䬤𩛻饡𩯒𩯳
zan,偺咱喒
zāng,匨𡁧𡅆𢈜𢍿戕㮜𣻟𤃼牂牫𤛻羘脏𦟃臧蔵藏賍赃賘贓贜髒𪓅
zǎng,駔驵驡髒
zàng,㘸塟奘𢍈弉𤞛脏臓臟臧葬藏𧕨𨌄銺
zāo,傮𡐋㡟𣍖槽㯥㯾𣩒㷮𥀛糟𦵩䜊蹧遭𨠷醩𨤇𪙡
záo,凿䥣鑿
zǎo,𢄀早枣栆棗澡𤞋璅𤩨璪𢑖繅繰薻藻𧈹蚤䖣𧎮䗢𨎮𨐉𨚰𠙬䲃
zào,唕唣𠴵喿噪𡌣𡨗慥𢲵𢵥梍𣴢灶煰𤍜燥𤟀皁皂𥖨窖竃竈簉艁草𦯑謲䜊譟𧻰趮躁𨒽造鑿
zé,则則𠟻咋唶啧㖽𠷌嘖㚖嫧㟙𡸦帻幘𢍰㣱㤞㥽択择措擇柞樍𣛸𣤈歵沢泎泽㳻溭𣼦𣽎澤𣿐灂𤖓㺓𤢟𤾀皟睪瞔𥍱矠𥎍礋笮䇥箦簀𥼃𦔈耫𦟜舴葃蔶䔼䕉蘀䕪蠌襗諎謫謮責责𧶷賾赜迮𨕠𨖊𩂖𩄾𩌪𩔳飵䯔䰹鰂鸅𪌟齚齰䶡䶦
zè,仄侧側𠨻夨𡵗𡸈𡹨崱庂廁𢧠捑𢮚𢯩昃昗𣆽𣬿汄㳁稄𥟔稷䟄𩾸
ze,伬
zéi,戝𢨗𦽒蠈𧒿賊贼𨆎鲗鯽鰂鱡
zēn,撍㻸
zěn,怎
zèn,僭譖譛谮䫈
zen,囎
zēng,増增𡡑𡾽憎曾橧熷𤎯璔矰磳𦀓縡繒缯罾䎖𦼏𧢐譄鄫𨲯鱛
zěng,㽪鬷
zèng,增甑綜综繒缯䙢贈赠鋥锃䰝𪒟䵴𪙭
zhā,偧劄𠭯吒𠯩咋哳喳㗬𠽣囃奓𢄄㦋扎抯挓揸摣㪥柤查査楂樝渣溠潳㾴𤹡皶皻𥡧𥹁紥紮䐒𦟰𦳏蔖藸觰𧩫謯譇𧬅蹅𩮎䵙齄齇齟𪗭𪗵䶥
zhá,偞𠍹𠓣𠝚𠝝剳劄㔍𠢙𠢡𠰏喋𡎫𡟢𢧖𢧻扎拃擖札𣟦㱜𣧖㳐渫㴙𣽛𤁳炸煠牐𤡨甴𤵦箑箚䈟耫𦝥𧄠蚻𧉫譗𧶇𧼰𧼶𧽅軋轧铡鍘䥷閘闸霅𩃡𩃹鞢䮜䮢𩥠𩩥𩳶鰈𩿤
zhǎ,㒀厏㞚㡸扎扠拃插搩㴙𤈩㷢𥀈𥀉眨䀹砟䃎𥰭䋾𦂉𦑯苲苴䕢䙄觰諎𧨿䛽謯踷𨂵𨅓𩃹鮓鲊鮺鲝䱹𩻢𩼫䵙
zhà,乍册吒咋咤哆喥𡗸奓宱㡸𢕮怍拃搾柞柵栅榨𣛽溠𣹧灹炸𤰦痄砟䃎䄍𥝾䆛笮𥬰䋏膪苲蚱䖳蜡詐诈𧧻𧨊𧿌䟻𨋘𨡗醡𨢦霅𩬟鮓𩶱𩽽齰
zha,喳
zhāi,亝侧側㒀𠞶𠫸啇𠵠𠷒嚌𡅓夈𢋿捚摘𢴨擿斋斎榸牴𤞮𤻦粂䔝𨅪𩝿𩱳齊齋𪗒𪗓𪘇𪘨𪚎
zhái,厇宅㡯度择擇檡翟𦑱𩏽𩏪𪀥
zhǎi,𠏰厏抧𤢒𥞅窄䍉𧲻𧻍鉙𩬫
zhài,债債𠑞𡍥寨𢯌㩟柴𣩭𤞮疵㾹瘵𥍪砦祭𥰾簀䐱膪𦤧責𨝋駘骴𪑽
